,CustomerKey,Name,OrderCount,CustomerOrderingType
2859,385627,John Prince,4,VIP Customer
12957,1790611,Aaron Santiago,4,VIP Customer
12902,1783597,Robert Savage,4,VIP Customer
5820,807349,Moon van de Kant,4,VIP Customer
3900,526164,Franziska Seiler,4,VIP Customer
5883,815708,Berthe den Hartog,4,VIP Customer
4454,601654,Clementine Tremblay,4,VIP Customer
4597,622606,Jacques Varieur,4,VIP Customer
5852,811715,Kürsad Stapel,4,VIP Customer
5888,816687,Nicoliene Bevelander,4,VIP Customer
13642,1886283,Maria Gallimore,4,VIP Customer
2817,380891,David Burgess,4,VIP Customer
5945,824641,Jenna Starrenburg,4,VIP Customer
2793,377690,John Rodriguez,4,VIP Customer
13939,1925959,Agar Saucedo,4,VIP Customer
2784,376053,Helen Dobos,4,VIP Customer
3899,526078,Thomas Hartmann,4,VIP Customer
13625,1884616,Katharine Main,4,VIP Customer
3177,427753,Barbara König,4,VIP Customer
5775,801350,Okan Dumoulin,4,VIP Customer
9172,1295545,Craig Jackson,3,VIP Customer
1225,173245,Amber Woodbury,3,VIP Customer
13053,1805674,Scott Manor,3,VIP Customer
9170,1295467,Carroll Frisch,3,VIP Customer
5388,744512,Eustorgio Pugliesi,3,VIP Customer
5769,800933,Jefrey van Zwienen,3,VIP Customer
14322,1972768,Sumner Daigneault,3,VIP Customer
1775,244465,Raymond Calderon,3,VIP Customer
11830,1646264,Christine Arnold,3,VIP Customer
4405,593404,Bernd Kortig,3,VIP Customer
9138,1292219,Betty Gray,3,VIP Customer
9140,1292238,Alta Busby,3,VIP Customer
14328,1974024,Aimé Brodeur,3,VIP Customer
8347,1186120,Danielle Horton,3,VIP Customer
1810,248690,Glenda Mitchell,3,VIP Customer
9144,1292543,Kathryn Rast,3,VIP Customer
3204,431254,Jörg Baader,3,VIP Customer
9287,1311681,Angela Perez,3,VIP Customer
13828,1912287,Skye Croft,3,VIP Customer
3463,466143,Peter Roth,3,VIP Customer
3420,459096,Katja Baecker,3,VIP Customer
8346,1185968,Morgan Gough,3,VIP Customer
9273,1310047,Helen Nguyen,3,VIP Customer
5787,802660,Aria Poolman,3,VIP Customer
12930,1787494,Violet Mathis,3,VIP Customer
14593,2009720,Harcourt Panetier,3,VIP Customer
11853,1649927,Charles Garcia,3,VIP Customer
4408,594060,Petra Fassbinder,3,VIP Customer
13761,1904355,Sona Vykoukalová,3,VIP Customer
9279,1310493,Ralph Sperry,3,VIP Customer
11852,1649797,Jerry Presley,3,VIP Customer
3460,465435,Frank Hoch,3,VIP Customer
1806,248476,Elliott Dahl,3,VIP Customer
3459,465245,Daniel Reinhard,3,VIP Customer
9255,1307508,Ana Winter,3,VIP Customer
8318,1180069,Max Armstrong,3,VIP Customer
9173,1295740,Jose Hartsock,3,VIP Customer
14554,2004240,Yamal Navarrete,3,VIP Customer
8309,1178952,Kai Hutchinson,3,VIP Customer
14557,2004576,Kaja Dudek,3,VIP Customer
4214,567108,Franziska Lowe,3,VIP Customer
9292,1312510,Robert Petties,3,VIP Customer
14316,1972196,Rebecca Eltham,3,VIP Customer
1258,177969,Brock Findley,3,VIP Customer
3430,459919,Niklas Frankfurter,3,VIP Customer
9204,1301194,Harry McCullough,3,VIP Customer
13754,1902925,Petr Tauchman,3,VIP Customer
5380,743482,Giordano Trevisani,3,VIP Customer
5777,801770,Laïla van der Wurff,3,VIP Customer
5361,740028,Delinda Russo,3,VIP Customer
8315,1179918,Connor Thornton,3,VIP Customer
8316,1179986,Lydia Brookes,3,VIP Customer
1268,179278,Annabelle Kubary,3,VIP Customer
5369,741665,Fulgenzia Milano,3,VIP Customer
13042,1803547,Aaron Hosley,3,VIP Customer
14552,2003856,Mikael Lange,3,VIP Customer
1270,179431,Charli Simoi,3,VIP Customer
12078,1678977,Paul Dolezal,3,VIP Customer
13047,1804988,Thomas Myers,3,VIP Customer
13758,1904291,Bianca Findlay,3,VIP Customer
11843,1647827,Tiffani Hall,3,VIP Customer
14560,2005336,Augustyn Pawlak,3,VIP Customer
3449,463039,Tobias Kohler,3,VIP Customer
1798,247443,Dennis Perryman,3,VIP Customer
1233,174819,Daniel Nisbet,3,VIP Customer
5350,738446,Omero Lettiere,3,VIP Customer
8290,1174777,Leah Hancock,3,VIP Customer
4254,572803,Maria Dresner,3,VIP Customer
9248,1306768,Steven Ma,3,VIP Customer
14572,2006486,Sara Bruland,3,VIP Customer
1238,175310,Jake Ackermann,3,VIP Customer
3447,462142,Peter Konig,3,VIP Customer
9232,1305152,Jamel Allen,3,VIP Customer
1803,248178,Mary Alvarez,3,VIP Customer
12075,1678602,Chris Jenkins,3,VIP Customer
13753,1902908,Giovanna Barros,3,VIP Customer
8303,1176859,Amelia Pope,3,VIP Customer
1784,245143,Gladys Kilpatrick,3,VIP Customer
9224,1303887,Keith Wallis,3,VIP Customer
9223,1303880,Margaret Juarez,3,VIP Customer
1277,180605,Sam Wettenhall,3,VIP Customer
5779,801796,Django van Klink,3,VIP Customer
3443,461824,Niklas Ehrlichmann,3,VIP Customer
9178,1296866,Grant Burkhart,3,VIP Customer
9217,1303284,Marylyn Chavez,3,VIP Customer
1276,180599,Chelsea Parkes,3,VIP Customer
5784,802265,Neha Brekelmans,3,VIP Customer
12015,1670409,Kristen Vaughn,3,VIP Customer
5330,735424,Penelope Cattaneo,3,VIP Customer
1849,253813,Chasity Bailey,3,VIP Customer
9431,1331346,Suzann Turner,3,VIP Customer
9428,1330484,Jeri Easterday,3,VIP Customer
3185,428640,Sandra Ackerman,3,VIP Customer
8192,1160570,Molly Akhtar,3,VIP Customer
3490,468899,Robert Bürger,3,VIP Customer
5260,723850,Danilo Pisani,3,VIP Customer
1857,254795,Virginia Lawson,3,VIP Customer
5262,724336,Bibiana Trevisan,3,VIP Customer
1853,254402,Donna Jones,3,VIP Customer
14297,1970395,Barton Butterfield,3,VIP Customer
9421,1329709,Patricia Dolphin,3,VIP Customer
9420,1329668,Jonathan Henderson,3,VIP Customer
1850,254142,Thomas Abbas,3,VIP Customer
5819,807157,Iona Gill,3,VIP Customer
8208,1162946,John Greenwood,3,VIP Customer
9433,1331532,Lettie Granados,3,VIP Customer
13835,1913401,Udolfo Romo,3,VIP Customer
8212,1163311,Paige Field,3,VIP Customer
1147,163186,Alannah Martin,3,VIP Customer
9408,1327766,Jimmy Macgregor,3,VIP Customer
9406,1327386,Adrian Greene,3,VIP Customer
5815,806791,Aäron Blokdijk,3,VIP Customer
8217,1163780,Taylor Bradshaw,3,VIP Customer
4030,542461,Lukas Schneider,3,VIP Customer
9405,1327195,Sandra Taylor,3,VIP Customer
11794,1639790,Marcos Silva,3,VIP Customer
5273,725349,Stefania Boni,3,VIP Customer
9398,1326141,Douglas Laubach,3,VIP Customer
3482,467699,Jennifer Schaefer,3,VIP Customer
12911,1784417,Ana Ashby,3,VIP Customer
1860,254861,Richard Gonzales,3,VIP Customer
8188,1159429,Toby Burton,3,VIP Customer
5329,735046,Ortensia Marino,3,VIP Customer
5831,809163,Jan-Peter Meekes,3,VIP Customer
5238,719537,Gaetano Boni,3,VIP Customer
13554,1874057,Rachel Cline,3,VIP Customer
1116,159255,Indiana Gillan,3,VIP Customer
14284,1968723,Abellona Hermansen,3,VIP Customer
1117,159270,Cody Barak,3,VIP Customer
9480,1338473,Mary June,3,VIP Customer
1876,256531,Carson Jones,3,VIP Customer
14638,2015228,Ursula Bumgarner,3,VIP Customer
5242,720281,Vera Onio,3,VIP Customer
9472,1337807,Antonina Horvath,3,VIP Customer
1124,160124,Jack Henning,3,VIP Customer
1125,160533,Brock Mahomed,3,VIP Customer
11776,1637330,Ella Dunlap,3,VIP Customer
5832,809243,Stan van den Maagdenberg,3,VIP Customer
3498,470376,Dominik Walter,3,VIP Customer
9436,1332731,Joe Robison,3,VIP Customer
8176,1157316,Cerys Wood,3,VIP Customer
8178,1157349,Eve Read,3,VIP Customer
1127,160804,Finn Holyman,3,VIP Customer
9465,1336555,Daryl Steely,3,VIP Customer
9463,1336461,John Jones,3,VIP Customer
5246,720913,Giona Genovesi,3,VIP Customer
9457,1335399,Irma Anderson,3,VIP Customer
9456,1335336,Barbara Milam,3,VIP Customer
9452,1334931,Scott Riley,3,VIP Customer
1136,161742,Lucinda Ogden,3,VIP Customer
5252,722377,Delma Rizzo,3,VIP Customer
5827,808540,Anand Buijk,3,VIP Customer
11786,1638303,Lawrence West,3,VIP Customer
1139,162091,Grace Cotter,3,VIP Customer
5278,725725,Filippo Bruno,3,VIP Customer
5279,725795,Gemma Napolitani,3,VIP Customer
5282,726750,Innocenzo Ferrari,3,VIP Customer
1815,249397,Stacey Nabors,3,VIP Customer
5311,730928,Maura Folliero,3,VIP Customer
1827,250990,Dan Grainger,3,VIP Customer
11816,1644234,Ira Merz,3,VIP Customer
13833,1913004,Mia Norman,3,VIP Customer
1191,168089,Maddison Sissons,3,VIP Customer
3467,466309,Luca Furst,3,VIP Customer
8252,1169384,Jennifer Warner,3,VIP Customer
4210,566856,Daniela Bumgarner,3,VIP Customer
1195,168899,Liam Macintosh,3,VIP Customer
1767,243917,Summer Brown,3,VIP Customer
8261,1170483,Morgan Richards,3,VIP Customer
9320,1315611,Willie Innocent,3,VIP Customer
3199,430762,Jörg Muller,3,VIP Customer
8267,1171088,Hayden Gill,3,VIP Customer
5319,733080,Principio Ferri,3,VIP Customer
14302,1970944,Travers Quinn,3,VIP Customer
3466,466301,Jana Zimmermann,3,VIP Customer
9312,1314915,James Roberts,3,VIP Customer
5322,734195,Galeazzo Lorenzo,3,VIP Customer
9308,1314795,Aurora Poole,3,VIP Customer
9305,1314263,Donnie Miller,3,VIP Customer
1198,169470,Zane Barnet,3,VIP Customer
1814,249320,Sarah Hall,3,VIP Customer
11823,1645445,Sandra Russell,3,VIP Customer
5793,803670,Libby Cordes,3,VIP Customer
8277,1173041,Isobel Young,3,VIP Customer
8278,1173060,Libby Shepherd,3,VIP Customer
12092,1680775,Megan Kline,3,VIP Customer
9298,1313316,Marie Moore,3,VIP Customer
5328,734689,Paride Lombardi,3,VIP Customer
8244,1167987,Lauren Stephens,3,VIP Customer
1187,167874,Adam Bidwill,3,VIP Customer
1186,167444,Alyssa Rodius,3,VIP Customer
9336,1317634,Rose Kennedy,3,VIP Customer
3478,467252,Julia Reinhardt,3,VIP Customer
14614,2012045,Dawid Szczepanski,3,VIP Customer
5812,805635,Silke Graafmans,3,VIP Customer
9381,1323956,Ruben White,3,VIP Customer
8227,1165252,Cameron Murray,3,VIP Customer
14613,2011796,Adéla Perutková,3,VIP Customer
1836,252272,Brenda Fairley,3,VIP Customer
5285,727060,Letizia Loggia,3,VIP Customer
9377,1323545,Ryan Stone,3,VIP Customer
4412,594570,René Biermann,3,VIP Customer
9372,1322959,Eric Williams,3,VIP Customer
4208,566538,Daniel Kirsch,3,VIP Customer
1174,166456,Cooper Phelan,3,VIP Customer
1834,251587,Gregory West,3,VIP Customer
5294,728048,Aurelia Lucciano,3,VIP Customer
11805,1641759,Michael Jordan,3,VIP Customer
5295,728116,Fabrizio Palermo,3,VIP Customer
9353,1320115,Vennie Kahler,3,VIP Customer
14608,2011632,Jessica Boulger,3,VIP Customer
9351,1319752,Willie Holley,3,VIP Customer
5810,805389,Moussa Beemsterboer,3,VIP Customer
9348,1319327,Kenneth Kurth,3,VIP Customer
8234,1166249,Georgina Gardiner,3,VIP Customer
5303,729531,Ilenia Piazza,3,VIP Customer
3469,466363,Peter Eiffel,3,VIP Customer
1832,251282,Philip Holley,3,VIP Customer
14305,1971540,Laerke Schou,3,VIP Customer
5307,730335,Ambretta Gallo,3,VIP Customer
5806,805212,Veronie Poelsma,3,VIP Customer
3416,458315,Alexander Hirsch,3,VIP Customer
11884,1653751,Jody Lawson,3,VIP Customer
3222,432958,Thomas Lehrer,3,VIP Customer
4394,590943,Jessika Diederich,3,VIP Customer
8718,1239749,Robert Huerta,3,VIP Customer
11978,1666310,John McKay,3,VIP Customer
1533,213636,Peter Yoder,3,VIP Customer
14414,1984991,Walter Wiley,3,VIP Customer
8726,1240339,Charles Mosley,3,VIP Customer
8728,1240492,Virginia Dillard,3,VIP Customer
12028,1671692,Ruth Jewell,3,VIP Customer
1565,217405,Florence Beasley,3,VIP Customer
3256,437165,Anja Schultheiss,3,VIP Customer
4233,570046,Michael Lange,3,VIP Customer
8737,1241093,Carl Roehl,3,VIP Customer
3255,436917,Jessika Egger,3,VIP Customer
11974,1665839,Michael Smith,3,VIP Customer
12989,1795387,Lewis Bazan,3,VIP Customer
12986,1794860,Jordan Lowe,3,VIP Customer
8490,1207301,Charlene Hobbs,3,VIP Customer
3310,444181,Sara Koehler,3,VIP Customer
1675,233565,Marilyn Harper,3,VIP Customer
8710,1238858,William King,3,VIP Customer
8708,1238419,Susan Ruth,3,VIP Customer
1673,232998,Beulah Potts,3,VIP Customer
8500,1208569,Laurel Dunn,3,VIP Customer
1670,232586,Christine Coppin,3,VIP Customer
11982,1666909,Mary Wilder,3,VIP Customer
8699,1236601,Norma Fuentes,3,VIP Customer
8697,1235846,Rossie Gaona,3,VIP Customer
5599,776308,Silvio Costa,3,VIP Customer
8689,1234994,Dawn Burke,3,VIP Customer
1668,231997,Harriet Ford,3,VIP Customer
14403,1983666,Annemari Tainio,3,VIP Customer
5607,777192,Anastasio Mazzi,3,VIP Customer
5575,772732,Aimone Fiorentini,3,VIP Customer
5567,771291,Indro Cattaneo,3,VIP Customer
8759,1242927,Jeffrey White,3,VIP Customer
5543,768089,Prisco Calabrese,3,VIP Customer
8831,1252582,Yvonne Porter,3,VIP Customer
8830,1252384,Brian Whitman,3,VIP Customer
5532,766452,Nadia  Bellucci,3,VIP Customer
13003,1797536,Thomas Cline,3,VIP Customer
8825,1251782,Gwendolyn Kruse,3,VIP Customer
8455,1202719,Oscar Robinson,3,VIP Customer
4231,569853,Robert Wulf,3,VIP Customer
12997,1796381,Zachary Johnson,3,VIP Customer
4040,543038,Torsten Fried,3,VIP Customer
1485,208037,Jeff Allen,3,VIP Customer
3246,435697,Ralf Eichmann,3,VIP Customer
12996,1796196,Sheila Wade,3,VIP Customer
3341,446584,Kerstin Amsel,3,VIP Customer
1489,208720,Mary Elliott,3,VIP Customer
5721,792601,Flaviano Piazza,3,VIP Customer
1512,211067,Milton Reeves,3,VIP Customer
12994,1796158,Neal Obrien,3,VIP Customer
5548,768430,Urania Baresi,3,VIP Customer
8794,1247605,Donna Parker,3,VIP Customer
11958,1663459,Kenneth Aldrich,3,VIP Customer
12946,1790102,Kenneth Triplett,3,VIP Customer
11959,1663669,Jolene Rushing,3,VIP Customer
8784,1246638,Jay McCoy,3,VIP Customer
5556,769777,Berardo Colombo,3,VIP Customer
14356,1977971,Marshall Souplet,3,VIP Customer
5716,792270,Liviana Beneventi,3,VIP Customer
5561,770299,Angelica Lo Duca,3,VIP Customer
1505,210320,Steven Davin,3,VIP Customer
14359,1978474,Amelia Teakle,3,VIP Customer
1508,210689,Douglas Bray,3,VIP Customer
5611,777495,Raffaele Lucchese,3,VIP Customer
5692,788834,Luciano Lombardo,3,VIP Customer
8832,1252738,Roy Hammons,3,VIP Customer
8595,1223138,Renee Middleton,3,VIP Customer
8541,1214063,Joyce Felten,3,VIP Customer
8581,1220428,Wesley Larson,3,VIP Customer
12006,1669551,Donald Tunnell,3,VIP Customer
1618,224376,Ronald Rey,3,VIP Customer
3940,530592,Mathias Hertz,3,VIP Customer
8536,1213515,Herschel Giardina,3,VIP Customer
8597,1223146,Charles Gonzalez,3,VIP Customer
1664,230598,Thomas Bates,3,VIP Customer
12004,1669134,Earl Mederos,3,VIP Customer
8535,1213463,James Belcher,3,VIP Customer
4244,570994,Jana Schmitz,3,VIP Customer
8606,1224732,Michael Martin,3,VIP Customer
8608,1226012,August Taylor,3,VIP Customer
8609,1226053,Elizabeth Johnson,3,VIP Customer
5653,784296,Isacco Endrizzi,3,VIP Customer
8542,1214232,Jennifer Piotrowski,3,VIP Customer
5656,784521,Rachele  Toscani,3,VIP Customer
14382,1981754,Leocadio Alejandro,3,VIP Customer
5659,784640,Andrea Pisani,3,VIP Customer
8543,1214271,Matthew Ray,3,VIP Customer
8566,1217567,Christopher Calaway,3,VIP Customer
8544,1214274,Brenda Farris,3,VIP Customer
8564,1217343,Laura Lara,3,VIP Customer
5662,785234,Rosarmosario Cattaneo,3,VIP Customer
3284,440641,Wolfgang Zimmer,3,VIP Customer
3282,440522,Jürgen Shuster,3,VIP Customer
3272,439509,Andreas Fuhrmann,3,VIP Customer
5669,785749,Oronzo Mancini,3,VIP Customer
3274,439738,Heike Bader,3,VIP Customer
5672,786094,Luana Manfrin,3,VIP Customer
8552,1215249,Adam Walker,3,VIP Customer
4388,589984,Tom Koertig,3,VIP Customer
8613,1226365,Jessica Taylor,3,VIP Customer
4046,544047,Leonie Gruenewald,3,VIP Customer
1585,220034,Gary Garvey,3,VIP Customer
8514,1210809,Patricia Smith,3,VIP Customer
3305,443881,Sara Pfeffer,3,VIP Customer
1572,218278,Cheryl Hess,3,VIP Customer
1574,218530,Doreen Golla,3,VIP Customer
1663,230521,Melvin Cameron,3,VIP Customer
3301,443720,Maximilian Nussbaum,3,VIP Customer
5623,779729,Ramiro Cremonesi,3,VIP Customer
1661,230405,Jeff Collins,3,VIP Customer
1578,219073,Jewel Shaw,3,VIP Customer
1579,219098,John Beavers,3,VIP Customer
8518,1211258,Frank Hawkins,3,VIP Customer
8654,1230757,Steven Gillespie,3,VIP Customer
11993,1668372,Alvin Irving,3,VIP Customer
8646,1230319,Stephen Lashley,3,VIP Customer
8642,1230028,Gladys Crespo,3,VIP Customer
4049,544176,Petra Hirsch,3,VIP Customer
8641,1230014,Nathan Crowder,3,VIP Customer
1587,220411,Florence Goldstein,3,VIP Customer
8639,1229784,Mary Padilla,3,VIP Customer
3261,437439,Kerstin Hoch,3,VIP Customer
1590,220543,Amanda Jones,3,VIP Customer
3298,443529,Brigitte Egger,3,VIP Customer
5634,781865,Nino Lucchesi,3,VIP Customer
1657,229939,Kathleen Curtis,3,VIP Customer
5637,782571,Annabella Bellucci,3,VIP Customer
13811,1910347,Rajko Brkic,3,VIP Customer
12020,1670942,Mei Thompson,3,VIP Customer
8624,1227579,Steve Edwards,3,VIP Customer
3292,442109,Silke Freitag,3,VIP Customer
1653,229251,Douglas Williams,3,VIP Customer
9492,1341076,Jason Sepulveda,3,VIP Customer
14434,1987964,Jesper Jeppesen,3,VIP Customer
5403,747344,Bartolomeo Palermo,3,VIP Customer
1332,187349,Mariam Trollope,3,VIP Customer
9040,1278561,Karen Milner,3,VIP Customer
13516,1869148,Richard Woods,3,VIP Customer
9042,1278642,Cindy Phillips,3,VIP Customer
4251,571853,Sophie Papst,3,VIP Customer
12057,1676445,Mark Simpson,3,VIP Customer
14511,1999313,Emma Nygaard,3,VIP Customer
11886,1653979,Carrie Tripp,3,VIP Customer
5462,756504,Boris Ferri,3,VIP Customer
12058,1676582,Delores Doan,3,VIP Customer
9053,1280832,Marie Arrington,3,VIP Customer
1331,187301,Jai Hollick,3,VIP Customer
9055,1281027,Alex Rees,3,VIP Customer
5436,752396,Adolfa Pisani,3,VIP Customer
8382,1191924,Lily Patterson,3,VIP Customer
1745,241610,Blake Robinson,3,VIP Customer
5439,753406,Cirillo Loggia,3,VIP Customer
13769,1905463,Radomir Matijevic,3,VIP Customer
13771,1905578,Christopher Hill,3,VIP Customer
11892,1654502,Robert Patterson,3,VIP Customer
5447,754804,Giada Napolitani,3,VIP Customer
8392,1193644,Jessica Pickering,3,VIP Customer
9024,1276853,Roberto Jones,3,VIP Customer
5747,797480,Lorena Pisani,3,VIP Customer
13561,1875566,Clyde Lopez,3,VIP Customer
14337,1975423,Philip Andresen,3,VIP Customer
13823,1911482,Darcy O'Doherty,3,VIP Customer
1347,189459,Alexandra Grainger,3,VIP Customer
9014,1276047,Gregg Pfeiffer,3,VIP Customer
1733,240370,Ryan Coca,3,VIP Customer
8409,1196359,Alex Morris,3,VIP Customer
5459,756173,Cordelia Ferri,3,VIP Customer
8380,1191709,Bethany Conway,3,VIP Customer
9059,1281684,Doris Thomas,3,VIP Customer
1328,186985,Dean Backhouse,3,VIP Customer
12932,1788149,Marie Goodwin,3,VIP Customer
9132,1291868,Mabel Chavarria,3,VIP Customer
5405,747526,Elide Russo,3,VIP Customer
5406,747567,Fantino Romani,3,VIP Customer
5408,748190,Italo Cocci,3,VIP Customer
9120,1290423,Helen Cousar,3,VIP Customer
13034,1802632,Diana Miller,3,VIP Customer
3413,458042,Phillipp Ebersbach,3,VIP Customer
3411,457860,Jens Eberhart,3,VIP Customer
9110,1288974,Frances Roberts,3,VIP Customer
8358,1187717,Isaac Steele,3,VIP Customer
13763,1904679,Zilla Granados,3,VIP Customer
9102,1288319,Juan Schwartz,3,VIP Customer
8360,1188359,Paige Hussain,3,VIP Customer
1765,243799,Troy Brandon,3,VIP Customer
1761,243332,Cory Potter,3,VIP Customer
5755,799260,Luisa Cremonesi,3,VIP Customer
9094,1286959,Michael Smith,3,VIP Customer
5759,799689,Francesco Sabbatini,3,VIP Customer
9090,1286466,Candice Cochran,3,VIP Customer
5426,750880,Calogero Bergamaschi,3,VIP Customer
8371,1190327,Lily Berry,3,VIP Customer
13765,1905050,Rodrigo Azevedo,3,VIP Customer
14521,2000744,Julie Bilodeau,3,VIP Customer
1318,186136,Gabriel Blakey,3,VIP Customer
14518,1999956,Pernille Holst,3,VIP Customer
14516,1999750,Nataa Kovacic,3,VIP Customer
1326,186798,Sophie Chaffey,3,VIP Customer
5675,786466,Marina Calabresi,3,VIP Customer
1752,242781,Stephen Gritton,3,VIP Customer
5435,752229,Graziella Lombardo,3,VIP Customer
5460,756380,Raffaella Fallaci,3,VIP Customer
14499,1997727,Johanne Schultz,3,VIP Customer
1472,206133,Pat Perry,3,VIP Customer
4229,569283,Christina Krüger,3,VIP Customer
12039,1673825,Norman Santiago,3,VIP Customer
14458,1991497,Anne Maur,3,VIP Customer
8902,1261691,Christopher Terrill,3,VIP Customer
13012,1799621,Betty Hindman,3,VIP Customer
4248,571454,Leon Egger,3,VIP Customer
8908,1262082,Jason Gill,3,VIP Customer
11922,1657930,Alecia King,3,VIP Customer
13601,1880923,June Cramer,3,VIP Customer
14470,1994606,Damjan Varga,3,VIP Customer
14471,1994932,Silke Fisher,3,VIP Customer
1719,239187,Viva Tocco,3,VIP Customer
8429,1198813,Amelia McKenzie,3,VIP Customer
8932,1264862,Clifford Gray,3,VIP Customer
8428,1198808,Tom Saunders,3,VIP Customer
5503,762108,Matteo Onio,3,VIP Customer
12038,1673797,Elizabeth McKinley,3,VIP Customer
14454,1991239,Joao Lima,3,VIP Customer
8440,1200642,Alton Albright,3,VIP Customer
5508,762585,Fulgenzia Schiavone,3,VIP Customer
8441,1200992,Alice Payton,3,VIP Customer
8885,1258917,Robin Watkins,3,VIP Customer
14445,1989753,Brandon Jeffreys,3,VIP Customer
1454,204149,Jonathon Moore,3,VIP Customer
14347,1976526,Jelena Kovacevic,3,VIP Customer
8859,1256029,Olen Fenderson,3,VIP Customer
8853,1255483,Tonya Melancon,3,VIP Customer
12037,1673539,Vivian Foster,3,VIP Customer
13006,1797885,Eloisa Alexander,3,VIP Customer
5527,765879,Pia Longo,3,VIP Customer
8448,1202042,Patricia Nissen,3,VIP Customer
8451,1202573,Charles Maloney,3,VIP Customer
5491,760816,Ermenegilda Endrizzi,3,VIP Customer
13960,1928617,Dobroslav Markovic,3,VIP Customer
8943,1265799,Michael Pickett,3,VIP Customer
11911,1656756,Marlena Thompson,3,VIP Customer
5463,757027,Gisella Trevisani,3,VIP Customer
8994,1273533,Jose Thomas,3,VIP Customer
4223,568333,Jürgen Amsel,3,VIP Customer
11905,1656224,Melva Brown,3,VIP Customer
1366,192466,Keira Bloodsworth,3,VIP Customer
11906,1656233,Elsie Wooten,3,VIP Customer
11907,1656349,Nancy Footman,3,VIP Customer
5471,758494,Girolamo Russo,3,VIP Customer
1376,193929,Elijah Mullen,3,VIP Customer
5739,795887,Costante Siciliano,3,VIP Customer
8976,1270426,Allen Allen,3,VIP Customer
4225,568959,Tom Schroder,3,VIP Customer
8415,1196834,Benjamin Hudson,3,VIP Customer
8969,1269245,Julia Vincent,3,VIP Customer
14486,1996488,Aira Hahli,3,VIP Customer
8947,1266191,Charles Meier,3,VIP Customer
12046,1675064,Irma Grant,3,VIP Customer
5734,794575,Lucilla Marcelo,3,VIP Customer
5476,758899,Giuliana Pisani,3,VIP Customer
5477,759049,Veronica Padovano,3,VIP Customer
3238,435029,Ulrich Saenger,3,VIP Customer
13017,1800716,Leona Edwards,3,VIP Customer
11913,1656873,Esther Berry,3,VIP Customer
5481,759569,Jole Siciliano,3,VIP Customer
8955,1267352,Reynaldo Champagne,3,VIP Customer
8423,1198127,Anthony Horton,3,VIP Customer
1390,196331,Julian Schomburgk,3,VIP Customer
14478,1995699,Maria Poulsen,3,VIP Customer
8426,1198478,Taylor Mann,3,VIP Customer
8948,1266410,Joseph James,3,VIP Customer
1113,159137,Matthew Cremin,3,VIP Customer
9716,1369647,Deborah Jimenez,3,VIP Customer
13079,1809642,Brandy Toscano,3,VIP Customer
11453,1594290,David White,3,VIP Customer
3765,507581,Philipp Wagner,3,VIP Customer
13315,1842058,Danial Mayfield,3,VIP Customer
10711,1499630,Francis Jones,3,VIP Customer
10715,1500150,Edwin Slaughter,3,VIP Customer
11447,1593756,Delores Posey,3,VIP Customer
10717,1500269,Cheryl Campbell,3,VIP Customer
3768,508025,Ralf Winkel,3,VIP Customer
10727,1501704,Shannon Wolfe,3,VIP Customer
10730,1502034,Julie Miner,3,VIP Customer
338,51172,Gabriella Tozer,3,VIP Customer
15077,2075959,Jessika Trommler,3,VIP Customer
15079,2076169,Iven Lépicier,3,VIP Customer
331,49950,Tayla Canterbury,3,VIP Customer
4705,637629,Fanette Boivin,3,VIP Customer
10752,1505426,Greg Ernst,3,VIP Customer
316,47518,Alana Spencer,3,VIP Customer
11431,1591998,Anthony Baker,3,VIP Customer
13311,1841859,Debra Clay,3,VIP Customer
4145,557814,Jörg Gärtner,3,VIP Customer
3781,509827,Jürgen Mahler,3,VIP Customer
11459,1594853,Brian Painter,3,VIP Customer
4449,600597,Gallia Édouard,3,VIP Customer
10651,1490044,Rose Wilburn,3,VIP Customer
15043,2071299,Erik Sommer,3,VIP Customer
381,57307,Eva Hickson,3,VIP Customer
10660,1491533,Prince Corsi,3,VIP Customer
10662,1491708,Renate Hendershot,3,VIP Customer
11465,1595518,Luther Vogel,3,VIP Customer
15052,2072552,Isabella Sjøgren,3,VIP Customer
15053,2072569,Nino Jelic,3,VIP Customer
11463,1595386,Ralph Reily,3,VIP Customer
10674,1493760,Eliza Norwood,3,VIP Customer
13302,1840223,Jerry Morton,3,VIP Customer
15056,2073192,Fayette Guernon,3,VIP Customer
370,55914,Lachlan Webb,3,VIP Customer
15057,2073379,Mark Harkins,3,VIP Customer
13652,1887326,Gilbert Hackworth,3,VIP Customer
13307,1841548,Vernon Domingo,3,VIP Customer
13326,1843621,Chiquita Barrios,3,VIP Customer
10769,1507090,Thomas Thomas,3,VIP Customer
391,58710,Jordan Foveaux,3,VIP Customer
3798,511497,Patrick Fischer,3,VIP Customer
4665,632575,Audric Crête,3,VIP Customer
10840,1517642,Jerry Durand,3,VIP Customer
10842,1517783,Louise Patterson,3,VIP Customer
276,40649,Kai De Vis,3,VIP Customer
10846,1518244,Darren Curley,3,VIP Customer
269,39927,Bailey Barnet,3,VIP Customer
4655,631471,Phillipa Maheu,3,VIP Customer
10857,1520295,Patricia Martin,3,VIP Customer
266,39582,Mason Therry,3,VIP Customer
15118,2081462,Alicja Kucharska,3,VIP Customer
11412,1589934,Amanda Woodward,3,VIP Customer
15120,2081517,Julitta Nowakowska,3,VIP Customer
