,CustomerKey,Name,Birthday,OrderCount,CustomerOrderingType
8659,1232128,Tom Thomas,1938-02-20,5,Periodic Buyer
8660,1232212,David Thoma,1943-11-22,4,VIP Customer
8661,1232332,Harry Smalley,1944-11-22,12,Loyal Customer
8662,1232357,Robert Baran,1952-07-16,6,Periodic Buyer
8663,1232377,Larry Carlton,1993-05-28,5,Periodic Buyer
8664,1232421,Bessie Lowe,1993-12-30,1,VIP Customer
8665,1232687,Cathy Bailey,1961-07-06,11,Loyal Customer
8666,1232857,Jessica Stevenson,1958-01-11,13,Loyal Customer
8667,1232975,Patricia Post,1966-08-16,5,Periodic Buyer
8668,1233069,Lance Barton,2001-07-25,1,VIP Customer
8669,1233116,Jay Murillo,2000-07-22,10,Periodic Buyer
8670,1233278,Rick Rawls,1945-09-25,2,VIP Customer
8671,1233423,Patrick Mill,1998-07-01,4,VIP Customer
8672,1233629,John Delaney,1995-08-12,7,Periodic Buyer
8673,1233674,Gary Reynolds,1968-05-11,13,Loyal Customer
8674,1233782,Paul Rodgers,1949-08-17,8,Periodic Buyer
8675,1233786,Robin Graham,1990-07-04,2,VIP Customer
8676,1233842,William Harrison,1951-03-11,7,Periodic Buyer
8677,1233925,Robert Davis,2001-02-22,9,Periodic Buyer
8678,1233958,Jacalyn Griffin,1984-11-11,4,VIP Customer
8679,1234000,Mark Perkins,1957-01-21,13,Loyal Customer
8680,1234127,Johnny Smith,1977-03-06,4,VIP Customer
8681,1234186,Lilia Dickey,1988-02-24,7,Periodic Buyer
8682,1234232,Hubert Fernandez,1998-08-23,5,Periodic Buyer
8683,1234478,Glynda Lee,1962-12-21,7,Periodic Buyer
8684,1234624,Lillian Carroll,1985-10-31,2,VIP Customer
8685,1234648,Kurt Leach,1945-12-23,8,Periodic Buyer
8686,1234718,Mary McDougall,1955-02-03,6,Periodic Buyer
8687,1234917,Donald Roberts,1976-01-30,4,VIP Customer
8688,1234949,Ruth Diaz,1951-08-19,1,VIP Customer
8689,1234994,Dawn Burke,1936-09-30,3,VIP Customer
8690,1235071,George Gardner,1949-05-02,7,Periodic Buyer
8691,1235189,Carolyn Fray,1966-12-03,1,VIP Customer
8692,1235343,Millie McCurry,1963-04-02,1,VIP Customer
8693,1235364,Lori Bivins,1970-08-30,5,Periodic Buyer
8694,1235559,Luther Horton,1987-05-05,8,Periodic Buyer
8695,1235636,Vince Toney,1965-07-03,1,VIP Customer
8696,1235768,Ruth Gaytan,1987-02-11,2,VIP Customer
8697,1235846,Rossie Gaona,1985-03-01,3,VIP Customer
8698,1236256,Joseph Hutchens,1983-03-08,1,VIP Customer
8699,1236601,Norma Fuentes,1986-11-28,3,VIP Customer
8700,1236924,Florence Salazar,1953-11-13,1,VIP Customer
8701,1236959,Ollie O'Sullivan,1949-09-09,10,Periodic Buyer
8702,1237096,Rosemary Cantu,1966-02-06,10,Periodic Buyer
8703,1237493,Janet Galloway,1968-07-16,1,VIP Customer
8704,1237683,Leroy Cloninger,1989-09-16,1,VIP Customer
8705,1237819,Leonard Anderson,1983-09-06,1,VIP Customer
8706,1237927,Stephanie Green,1961-05-19,1,VIP Customer
8707,1237959,Cindy Moore,1956-02-07,4,VIP Customer
8708,1238419,Susan Ruth,1977-04-28,3,VIP Customer
8709,1238645,Elena Williams,1941-06-29,11,Loyal Customer
8710,1238858,William King,1979-06-11,3,VIP Customer
8711,1238868,Kathryn Kennedy,1998-04-24,2,VIP Customer
8712,1239188,Luke Waters,1991-02-02,5,Periodic Buyer
8713,1239282,Antony Burke,1979-08-27,9,Periodic Buyer
8714,1239387,Michael Odom,1941-03-03,14,Loyal Customer
8715,1239466,Sheldon Brooks,1960-05-18,2,VIP Customer
8716,1239489,Barbara Latta,1982-04-11,4,VIP Customer
8717,1239615,Frances Herren,1957-05-04,1,VIP Customer
8718,1239749,Robert Huerta,1985-01-12,3,VIP Customer
8719,1239772,Loretta Krajewski,1976-06-18,1,VIP Customer
8720,1239780,Janet Weiss,1966-02-27,16,Loyal Customer
8721,1240089,Raymond Morrison,1953-11-27,1,VIP Customer
8722,1240113,Daniel Hays,1981-07-20,4,VIP Customer
8723,1240195,Lewis Sanchez,1967-04-09,6,Periodic Buyer
8724,1240319,Davis Varley,1942-08-29,13,Loyal Customer
8725,1240329,Amber Hodge,1978-09-03,1,VIP Customer
8726,1240339,Charles Mosley,2000-05-26,3,VIP Customer
8727,1240472,Donald Stubbs,1949-06-19,10,Periodic Buyer
8728,1240492,Virginia Dillard,1964-10-27,3,VIP Customer
8729,1240494,Irene Jones,1940-07-03,1,VIP Customer
8730,1240530,Cathy James,1962-08-30,9,Periodic Buyer
8731,1240603,Jennifer Greenway,1978-06-18,1,VIP Customer
8732,1240746,Lori Legg,1999-06-27,5,Periodic Buyer
8733,1240776,Heather McIlvain,1954-11-20,9,Periodic Buyer
8734,1240904,Marion Stromain,1979-06-23,16,Loyal Customer
8735,1240910,Wiley Santiago,1949-12-05,10,Periodic Buyer
8736,1241018,Brenda Vowels,1943-06-15,5,Periodic Buyer
8737,1241093,Carl Roehl,1980-01-15,3,VIP Customer
8738,1241140,Ruth Lyons,1980-03-27,10,Periodic Buyer
8739,1241190,Patricia Wyatt,1964-02-29,8,Periodic Buyer
8740,1241253,Christina Custer,1950-04-17,1,VIP Customer
8741,1241312,Bobby Todd,1946-02-09,4,VIP Customer
8742,1241542,Pamela Serrano,1992-11-14,6,Periodic Buyer
8743,1241547,Nora Jared,1972-12-28,4,VIP Customer
8744,1241710,Lonny Guynn,1995-07-19,1,VIP Customer
8745,1241747,Philip Thomas,1993-04-21,4,VIP Customer
8746,1241748,William Figueroa,1985-10-25,5,Periodic Buyer
8747,1241860,Michael Garcia,1955-08-09,5,Periodic Buyer
8748,1241863,Dorothy Castro,1992-12-10,1,VIP Customer
8749,1242018,Corinna Meaney,1980-08-18,8,Periodic Buyer
8750,1242026,Estefana Riley,1938-04-23,1,VIP Customer
8751,1242050,Marketta Thompson,2000-05-16,4,VIP Customer
8752,1242225,Jill Gonzalez,1996-08-13,1,VIP Customer
8753,1242320,Rebecca Browne,1956-02-08,6,Periodic Buyer
8754,1242463,Meagan Gibson,1952-07-21,10,Periodic Buyer
8755,1242475,Lisa Spain,1947-02-18,1,VIP Customer
8756,1242504,William Kifer,1994-01-04,2,VIP Customer
8757,1242570,Ericka Wimmer,1988-02-19,1,VIP Customer
8758,1242885,Keith Kitchens,1945-10-07,5,Periodic Buyer
8759,1242927,Jeffrey White,1982-02-20,3,VIP Customer
8760,1243331,Mark Wiltse,1975-08-14,16,Loyal Customer
8761,1243560,James Melvin,1993-09-12,1,VIP Customer
8762,1243578,Kristofer Smith,1947-03-12,1,VIP Customer
8763,1243658,Marie Ervin,1946-08-07,5,Periodic Buyer
8764,1243894,Roxie Minton,1988-07-03,13,Loyal Customer
8765,1244004,Billy Gonzalez,1992-07-06,2,VIP Customer
8766,1244073,Linda Rodrigues,1973-11-19,2,VIP Customer
8767,1244285,William Brock,1966-08-28,13,Loyal Customer
8768,1244511,Eddie Burgess,1995-12-20,1,VIP Customer
8769,1244669,Eddie Johnson,1991-11-03,1,VIP Customer
8770,1245017,Dennis Jones,1970-06-30,7,Periodic Buyer
8771,1245138,Chad Fraley,1968-08-09,8,Periodic Buyer
8772,1245490,Christopher Belote,1959-07-13,1,VIP Customer
8773,1245533,Betty McCabe,1941-05-05,5,Periodic Buyer
8774,1245575,Harold Smock,1968-09-08,8,Periodic Buyer
8775,1245587,Bonnie Whitehill,1999-11-24,4,VIP Customer
8776,1245616,Shannon Hall,1966-11-22,4,VIP Customer
8777,1245745,Robert Bryant,1952-04-01,1,VIP Customer
8778,1245877,Dorothy Scott,1958-08-05,8,Periodic Buyer
8779,1245904,Emily Pence,1990-08-13,5,Periodic Buyer
8780,1246129,Omar Gonzales,1971-10-21,15,Loyal Customer
8781,1246263,Stewart Montemayor,1980-08-24,1,VIP Customer
8782,1246299,Chris Garcia,2000-10-25,1,VIP Customer
8783,1246530,Tony Dee,1989-03-12,4,VIP Customer
8784,1246638,Jay McCoy,1957-09-17,3,VIP Customer
8785,1246662,Mary Heaton,1981-04-25,1,VIP Customer
8786,1246775,Colette Looney,1986-11-25,10,Periodic Buyer
8787,1246890,Howard Cummings,1975-01-14,4,VIP Customer
8788,1247074,Paul Howard,1948-03-25,5,Periodic Buyer
8789,1247234,Alexandra Lewis,1939-08-20,1,VIP Customer
8790,1247375,Joseph Kuhl,1935-08-17,4,VIP Customer
8791,1247394,Jessica Bell,1987-06-16,15,Loyal Customer
8792,1247524,Jeffrey James,1976-11-27,8,Periodic Buyer
8793,1247531,Troy Morgan,1950-08-15,1,VIP Customer
8794,1247605,Donna Parker,1939-12-31,3,VIP Customer
8795,1248024,Tasia Ruby,1951-06-12,11,Loyal Customer
8796,1248028,Wanda Palacios,1975-12-19,5,Periodic Buyer
8797,1248112,Mary Hamilton,1943-08-04,1,VIP Customer
8798,1248360,David Bass,1941-12-06,1,VIP Customer
8799,1248803,Susan Brown,1967-03-31,1,VIP Customer
8800,1248847,Charles Collins,1937-10-02,18,Loyal Customer
8801,1248961,Leonard Moynihan,1957-06-03,19,Loyal Customer
8802,1249166,Clementina Doss,1957-05-18,1,VIP Customer
8803,1249186,Scott Blaine,1944-01-24,1,VIP Customer
8804,1249191,Sarah Rollins,1988-04-04,4,VIP Customer
8805,1249680,Shawn Peluso,1938-01-08,1,VIP Customer
8806,1250029,Thomas Guerra,1947-05-27,9,Periodic Buyer
8807,1250036,Marla Boone,1957-11-16,10,Periodic Buyer
8808,1250060,Tracey Ballard,1985-05-07,2,VIP Customer
8809,1250408,Julia Huddleston,2001-01-02,7,Periodic Buyer
8810,1250427,Ray Redmond,2001-06-09,2,VIP Customer
8811,1250507,James Goodwin,1978-07-16,1,VIP Customer
8812,1250603,William Moore,1954-06-09,4,VIP Customer
8813,1250754,Darren Jenkins,1941-09-11,2,VIP Customer
8814,1250867,Bettie Vizcarrondo,1940-12-21,2,VIP Customer
8815,1250933,Colleen Mills,1992-01-05,7,Periodic Buyer
8816,1250940,Ellen Wright,1952-05-25,2,VIP Customer
8817,1251181,Shirley Gosha,1988-07-25,18,Loyal Customer
8818,1251211,David Greer,1977-06-19,5,Periodic Buyer
8819,1251230,Tiffany Cheshire,1935-02-17,5,Periodic Buyer
8820,1251347,Eric Mizell,1981-10-05,2,VIP Customer
8821,1251360,Nancy Waterman,1973-08-07,6,Periodic Buyer
8822,1251392,Annamarie McArdle,1960-11-05,5,Periodic Buyer
8823,1251398,Joseph Moore,1967-07-26,4,VIP Customer
8824,1251726,Aaron Taylor,1961-11-21,11,Loyal Customer
8825,1251782,Gwendolyn Kruse,1951-01-19,3,VIP Customer
8826,1251791,Bruce George,1942-04-29,1,VIP Customer
8827,1251931,Walter Flores,1986-11-21,6,Periodic Buyer
8828,1252167,Mary Gadbois,1979-09-08,8,Periodic Buyer
8829,1252370,Andrew Brown,1937-10-15,8,Periodic Buyer
8830,1252384,Brian Whitman,1955-01-04,3,VIP Customer
8831,1252582,Yvonne Porter,1968-12-11,3,VIP Customer
8832,1252738,Roy Hammons,1978-04-27,3,VIP Customer
8833,1253166,John Watson,1966-04-24,19,Loyal Customer
8834,1253429,Maggie Spencer,1948-10-30,1,VIP Customer
8835,1253509,Mitchell Hoover,1952-10-04,6,Periodic Buyer
8836,1253625,Tracy Rahman,1969-12-23,1,VIP Customer
8837,1253680,Louis Denney,1953-05-21,1,VIP Customer
8838,1253732,James Sullivan,1951-02-27,14,Loyal Customer
8839,1253855,Galen Kurtz,1965-03-29,9,Periodic Buyer
8840,1253996,Sherry Merritt,1970-12-11,7,Periodic Buyer
8841,1254069,Diane McKnight,1943-09-19,4,VIP Customer
8842,1254329,Charles Martinez,1998-03-18,10,Periodic Buyer
8843,1254388,Tiffany Alvarez,1957-03-15,2,VIP Customer
8844,1254497,James Loya,1945-10-29,2,VIP Customer
8845,1254510,Thomas Brungardt,1977-10-08,10,Periodic Buyer
8846,1254624,Gloria Hughey,1938-10-07,1,VIP Customer
8847,1254806,Gregory Diaz,1955-03-29,4,VIP Customer
8848,1254923,Charles Bryant,1980-01-13,1,VIP Customer
8849,1255045,Paul Denniston,1944-07-09,5,Periodic Buyer
8850,1255266,Tisha Hoffman,1987-05-27,1,VIP Customer
8851,1255374,Edward White,1990-08-10,1,VIP Customer
8852,1255402,Jennifer Venable,1997-11-30,9,Periodic Buyer
8853,1255483,Tonya Melancon,1948-08-17,3,VIP Customer
8854,1255494,Jerry Small,1956-06-21,1,VIP Customer
8855,1255497,Dorothy Thayer,1946-02-23,6,Periodic Buyer
8856,1255674,Charles Alcantar,1986-08-15,1,VIP Customer
8857,1255742,Jessica Bean,1971-10-30,12,Loyal Customer
8858,1255805,Jacqueline Maker,1946-11-20,7,Periodic Buyer
8859,1256029,Olen Fenderson,1936-10-17,3,VIP Customer
8860,1256108,Frances Bellman,1980-11-03,11,Loyal Customer
8861,1256256,Madeline Sluss,1985-04-14,22,Loyal Customer
8862,1256284,Jay Leroy,1958-03-03,12,Loyal Customer
8863,1256294,Randy Munoz,1958-07-26,4,VIP Customer
8864,1256645,William Rice,1980-11-06,9,Periodic Buyer
8865,1256783,George Wicker,1970-08-12,1,VIP Customer
8866,1256803,Linsey Sattler,1963-11-18,2,VIP Customer
8867,1256860,Allen Drumheller,1965-10-09,6,Periodic Buyer
8868,1257064,Monica Thorn,1949-10-10,1,VIP Customer
8869,1257200,Matthew Novak,1959-11-24,1,VIP Customer
8870,1257209,Shawna Smith,1976-10-26,1,VIP Customer
8871,1257286,Frank Dematteo,1999-09-27,1,VIP Customer
8872,1257326,Evelyn Tolentino,1995-06-16,7,Periodic Buyer
8873,1257514,Linda Overly,1988-11-20,4,VIP Customer
8874,1257599,Jennifer Blodgett,1960-11-15,13,Loyal Customer
8875,1257627,William Ferrara,1941-06-06,6,Periodic Buyer
8876,1257713,Emanuel Lewis,1987-06-10,1,VIP Customer
8877,1258033,Melinda Sandoval,1963-02-14,6,Periodic Buyer
8878,1258056,Steven Thornton,1985-02-13,7,Periodic Buyer
8879,1258249,Shawn Esqueda,1947-03-18,1,VIP Customer
8880,1258398,Patricia Stephens,1990-09-06,4,VIP Customer
8881,1258466,Janet Waddle,1990-11-27,6,Periodic Buyer
8882,1258680,Ester Morris,1937-11-05,1,VIP Customer
8883,1258687,Marc Robertson,1968-02-16,2,VIP Customer
8884,1258698,Josie Griffen,1960-01-30,1,VIP Customer
8885,1258917,Robin Watkins,1963-01-20,3,VIP Customer
8886,1259204,Florene Cloutier,1939-11-19,7,Periodic Buyer
8887,1259293,Joseph Johns,1948-07-12,1,VIP Customer
8888,1259448,Howard Rothe,1939-12-01,15,Loyal Customer
8889,1259548,Ellen Parker,2000-04-06,2,VIP Customer
8890,1259633,Mary Lucus,1981-12-11,9,Periodic Buyer
8891,1259756,Jim Gonzalez,1950-10-20,1,VIP Customer
8892,1259841,Jacqueline Perez,1956-10-16,6,Periodic Buyer
8893,1259925,Kristen Sarno,1969-03-01,8,Periodic Buyer
8894,1260058,Elizabeth Veloz,1982-10-29,5,Periodic Buyer
8895,1260533,Laura Echevarria,1996-11-05,2,VIP Customer
8896,1260588,Berniece Turner,1999-03-23,16,Loyal Customer
8897,1260907,Lucia Figueroa,1942-12-08,1,VIP Customer
8898,1261112,George Fisher,1949-02-02,8,Periodic Buyer
8899,1261289,Peggy Hardy,1963-04-11,13,Loyal Customer
8900,1261302,Gary Smith,1948-08-02,1,VIP Customer
8901,1261460,Elisha Matos,1938-07-28,15,Loyal Customer
8902,1261691,Christopher Terrill,1947-11-05,3,VIP Customer
8903,1261718,Robert Jacob,1977-06-05,6,Periodic Buyer
8904,1261736,Mary Williams,1989-10-22,1,VIP Customer
8905,1261825,Mary Fuller,1979-10-13,12,Loyal Customer
8906,1261986,Jerry Hayes,1973-02-23,1,VIP Customer
8907,1262038,Billy Brantley,1975-03-04,5,Periodic Buyer
8908,1262082,Jason Gill,1952-12-17,3,VIP Customer
8909,1262399,Doreen Fosdick,1999-10-19,1,VIP Customer
8910,1262414,Jeffrey Ortiz,1966-03-28,14,Loyal Customer
8911,1262429,Cynthia Blanton,1973-12-20,4,VIP Customer
8912,1262470,Gary Moyer,1960-02-03,7,Periodic Buyer
8913,1262657,Mary Johnson,1957-04-15,2,VIP Customer
8914,1262704,Carl Grimes,1987-05-23,6,Periodic Buyer
8915,1262977,Jerry Hayse,1946-05-11,1,VIP Customer
8916,1263104,Gerald Burnham,1970-12-23,6,Periodic Buyer
8917,1263184,Bruce Gutierrez,1948-10-18,2,VIP Customer
8918,1263539,Theresa Glover,1956-12-24,1,VIP Customer
8919,1263679,Julia Silverstein,1998-12-24,9,Periodic Buyer
8920,1263798,Tammy Irizarry,1999-04-19,9,Periodic Buyer
8921,1263974,Elizabeth Billy,1970-09-06,11,Loyal Customer
8922,1264011,Karl Palmer,2001-08-11,4,VIP Customer
8923,1264081,Brandi Lopez,1972-05-15,1,VIP Customer
8924,1264100,Richard Halterman,1963-04-16,9,Periodic Buyer
8925,1264277,Dwight Cook,1967-11-13,2,VIP Customer
8926,1264368,Herbert Hales,1983-12-04,1,VIP Customer
8927,1264513,Barbara Buse,1958-04-11,2,VIP Customer
8928,1264527,Karen George,1944-09-01,1,VIP Customer
8929,1264783,Ernestine Sells,1939-09-02,1,VIP Customer
8930,1264784,James Aston,1976-07-13,4,VIP Customer
8931,1264805,Fletcher Carver,1992-01-23,14,Loyal Customer
8932,1264862,Clifford Gray,1946-03-03,3,VIP Customer
8933,1264875,Billy Willis,1971-05-25,9,Periodic Buyer
8934,1264890,John Smith,1965-04-07,1,VIP Customer
8935,1264949,Gloria Murray,1955-02-03,2,VIP Customer
8936,1264963,Mary Briggs,2001-02-02,1,VIP Customer
8937,1264970,Max Cervantes,1941-09-06,2,VIP Customer
8938,1264995,Ellen Groff,1961-10-10,4,VIP Customer
8939,1265115,Scott Collins,1937-07-05,11,Loyal Customer
8940,1265147,Jesse Adams,1987-11-03,4,VIP Customer
8941,1265271,Kenneth Lavoie,1980-06-20,6,Periodic Buyer
8942,1265357,Julia Peters,1950-09-11,4,VIP Customer
8943,1265799,Michael Pickett,1973-08-02,3,VIP Customer
8944,1265898,Virginia Eaker,1947-09-19,5,Periodic Buyer
8945,1266006,Juan Wright,2001-12-01,5,Periodic Buyer
8946,1266103,David Barnes,1984-05-03,1,VIP Customer
8947,1266191,Charles Meier,1959-09-04,3,VIP Customer
8948,1266410,Joseph James,1999-07-09,3,VIP Customer
8949,1266756,Sylvia Divine,1999-07-30,7,Periodic Buyer
8950,1266796,Jose Hill,2001-10-03,12,Loyal Customer
8951,1266821,Brian Rozell,1988-01-10,8,Periodic Buyer
8952,1266939,Juan Green,1987-12-31,12,Loyal Customer
8953,1266981,Pauline Smith,1981-07-05,7,Periodic Buyer
8954,1266986,Sasha Stanley,1987-08-29,5,Periodic Buyer
8955,1267352,Reynaldo Champagne,1952-10-18,3,VIP Customer
8956,1267627,Carol Wilson,1976-03-15,16,Loyal Customer
8957,1267678,Sabrina Proto,1954-10-31,1,VIP Customer
8958,1267860,Martha Knight,1948-12-07,1,VIP Customer
8959,1267970,William Trask,1969-03-31,2,VIP Customer
8960,1267986,Albert Leatherman,1944-09-17,4,VIP Customer
8961,1268096,Donald White,1995-10-12,1,VIP Customer
8962,1268170,Kristen Pearson,1977-11-28,6,Periodic Buyer
8963,1268392,Kecia Morgan,1967-12-01,4,VIP Customer
8964,1268661,Michael Whitehurst,1957-02-21,19,Loyal Customer
8965,1268744,Judy Hoag,1974-07-21,20,Loyal Customer
8966,1268964,Michael Gonzalez,1969-07-06,10,Periodic Buyer
8967,1269051,Frank Upchurch,1995-11-20,2,VIP Customer
8968,1269109,Alice Turner,1991-02-22,1,VIP Customer
8969,1269245,Julia Vincent,2000-06-22,3,VIP Customer
8970,1269390,Mary Thomas,1991-05-20,8,Periodic Buyer
8971,1269780,Earl Swett,1979-01-02,1,VIP Customer
8972,1269972,Andrea Martinez,1996-09-01,6,Periodic Buyer
8973,1270042,Diane Harbuck,1954-09-23,2,VIP Customer
8974,1270130,Pauline Garcia,1973-08-26,9,Periodic Buyer
8975,1270231,John Coleman,1988-07-23,4,VIP Customer
8976,1270426,Allen Allen,1983-04-14,3,VIP Customer
8977,1270478,John Kwan,1962-04-01,6,Periodic Buyer
8978,1270510,Dale Emmert,1952-07-27,2,VIP Customer
8979,1270520,Enrique Fett,1974-02-17,2,VIP Customer
8980,1270627,Terry Pimental,1985-01-11,10,Periodic Buyer
8981,1270898,Roxana Blankinship,1959-09-06,1,VIP Customer
8982,1270948,Richard Cutshaw,1951-09-07,1,VIP Customer
8983,1271222,Michael Jackson,1943-05-14,5,Periodic Buyer
8984,1271239,Amber Breeden,1997-09-12,10,Periodic Buyer
8985,1271549,Louise Erwin,1963-01-31,1,VIP Customer
8986,1271830,Olga Schultz,1999-07-29,2,VIP Customer
8987,1271947,Angel Gallop,1945-01-20,16,Loyal Customer
8988,1271984,Margaret Anderson,1936-11-27,1,VIP Customer
8989,1272086,David Moore,1989-09-21,7,Periodic Buyer
8990,1272285,Mary Tibbetts,1965-02-26,11,Loyal Customer
8991,1272438,Sylvia Lawson,1984-11-11,1,VIP Customer
8992,1272497,Rebecca Maynard,1951-11-04,12,Loyal Customer
8993,1273372,Michele Selby,1969-02-01,4,VIP Customer
8994,1273533,Jose Thomas,1980-10-15,3,VIP Customer
8995,1273672,Gary Lucia,1999-05-27,2,VIP Customer
8996,1273696,Dawn Simon,1942-11-05,1,VIP Customer
8997,1273698,Cassandra Bacon,1951-01-15,1,VIP Customer
8998,1273745,Clemente Hill,1944-10-02,1,VIP Customer
8999,1273763,Elizabeth Thompson,1985-03-04,1,VIP Customer
9000,1273792,Richard Cushing,1957-10-18,7,Periodic Buyer
9001,1273837,Jose Clark,1954-12-27,5,Periodic Buyer
9002,1274287,Sara Howe,1972-01-31,1,VIP Customer
9003,1274462,Joseph Roche,1936-12-25,1,VIP Customer
9004,1274532,Mark Gonzalez,1965-09-12,8,Periodic Buyer
9005,1274790,Billy McMahon,1992-06-22,7,Periodic Buyer
9006,1274793,Jessie Whitt,1999-10-02,1,VIP Customer
9007,1274951,Towanda Holton,1956-07-18,5,Periodic Buyer
9008,1275016,Michael Kawakami,1969-05-18,1,VIP Customer
9009,1275055,Charles Levay,1948-07-27,2,VIP Customer
9010,1275061,Margaret Bayne,1943-06-29,12,Loyal Customer
9011,1275472,David Quinney,1942-04-18,1,VIP Customer
9012,1275496,Anette Sawyers,1996-10-11,2,VIP Customer
9013,1275802,Daniel Davis,1941-08-20,8,Periodic Buyer
9014,1276047,Gregg Pfeiffer,1972-12-12,3,VIP Customer
9015,1276079,Hope Gibbs,1973-08-23,5,Periodic Buyer
9016,1276232,Erica Bradley,1966-06-07,6,Periodic Buyer
9017,1276329,Bonnie Maldonado,1968-03-10,6,Periodic Buyer
9018,1276345,Beulah Brown,1957-02-20,1,VIP Customer
9019,1276578,Leigh Shaner,1970-06-08,1,VIP Customer
9020,1276598,Lisa Comeaux,1943-08-12,12,Loyal Customer
9021,1276606,Edith Cotton,1942-02-01,4,VIP Customer
9022,1276810,Don Stewart,2001-10-20,14,Loyal Customer
9023,1276836,Jose Shirley,1952-09-29,8,Periodic Buyer
9024,1276853,Roberto Jones,1957-11-11,3,VIP Customer
9025,1276975,Shirley Elmore,1962-12-10,9,Periodic Buyer
9026,1277143,Louise Roberts,1992-06-29,1,VIP Customer
9027,1277243,Mark Enloe,1956-01-28,24,Loyal Customer
9028,1277272,Eddie Short,1980-07-08,1,VIP Customer
9029,1277565,Margaret Czajkowski,1958-07-22,1,VIP Customer
9030,1277723,Todd Mendez,1966-09-12,10,Periodic Buyer
9031,1277798,Christopher Freeman,1995-06-30,2,VIP Customer
9032,1277876,John Gonzalez,1992-08-14,1,VIP Customer
9033,1277888,Corey Powers,1961-05-20,6,Periodic Buyer
9034,1277945,Ruth Garcia,1975-05-16,1,VIP Customer
9035,1277982,April Newton,1946-09-24,1,VIP Customer
9036,1278100,Harry Girton,1941-02-16,1,VIP Customer
9037,1278242,Dallas Freeman,1948-01-25,2,VIP Customer
9038,1278417,Wilson Cody,1959-11-25,5,Periodic Buyer
9039,1278507,Nicholas Sawyer,1985-01-29,4,VIP Customer
9040,1278561,Karen Milner,1950-11-08,3,VIP Customer
9041,1278619,Brian Cobb,2001-04-10,9,Periodic Buyer
9042,1278642,Cindy Phillips,1940-08-03,3,VIP Customer
9043,1278844,Carrie McAlexander,1940-07-13,2,VIP Customer
9044,1279175,Kevin Gross,1974-10-07,10,Periodic Buyer
9045,1279307,Brian Burgess,1991-02-10,4,VIP Customer
9046,1279342,Harold Valdez,1941-04-21,9,Periodic Buyer
9047,1279546,Mae Jackson,1978-03-03,7,Periodic Buyer
9048,1279593,Ronnie Imler,1967-12-07,2,VIP Customer
9049,1279867,Raven Hancock,1937-08-10,4,VIP Customer
9050,1280639,John Ellis,1945-06-10,7,Periodic Buyer
9051,1280672,Carl Ortega,1982-10-11,2,VIP Customer
9052,1280813,Raymond Zimmerman,1989-03-03,1,VIP Customer
9053,1280832,Marie Arrington,1979-12-20,3,VIP Customer
9054,1281023,Kathleen Quijano,1939-07-31,8,Periodic Buyer
9055,1281027,Alex Rees,1989-06-22,3,VIP Customer
9056,1281061,Ruth Wrigley,1993-08-24,4,VIP Customer
9057,1281306,Mary Hicks,1968-10-27,1,VIP Customer
9058,1281531,Lori Nunez,1989-09-29,10,Periodic Buyer
9059,1281684,Doris Thomas,1953-07-13,3,VIP Customer
9060,1281731,Leslie Shapiro,1955-08-16,6,Periodic Buyer
9061,1281867,Michael Stockwell,2000-08-17,4,VIP Customer
9062,1282276,Martin Powell,1946-03-08,1,VIP Customer
9063,1282455,Georgia Maguire,1951-01-20,7,Periodic Buyer
9064,1282672,Johnnie Yates,1963-08-21,1,VIP Customer
9065,1282783,Juan Larsen,2001-08-30,4,VIP Customer
9066,1282801,Cassandra Garzon,1990-04-22,13,Loyal Customer
9067,1282854,Marcos Engle,1952-12-31,1,VIP Customer
9068,1283320,Gerald Shultz,1987-08-17,6,Periodic Buyer
9069,1283754,Dorothy Nutter,1949-09-12,12,Loyal Customer
9070,1283914,Douglas Morales,1952-04-16,6,Periodic Buyer
9071,1283971,Kristen Lam,1970-06-20,1,VIP Customer
9072,1284129,Clyde Bloodworth,1991-07-24,1,VIP Customer
9073,1284180,Becky Amend,1937-02-03,6,Periodic Buyer
9074,1284244,Rebecca Conboy,1961-10-21,5,Periodic Buyer
9075,1284322,Mary Dalton,1939-10-25,6,Periodic Buyer
9076,1284353,Tracy Bell,1982-12-31,6,Periodic Buyer
9077,1284621,Loida Leahy,2001-07-07,5,Periodic Buyer
9078,1284640,Velma Kreps,1973-05-10,5,Periodic Buyer
9079,1284668,Bruce Bahena,1937-01-28,1,VIP Customer
9080,1284776,Echo Brown,1982-01-26,9,Periodic Buyer
9081,1284778,Earl Smith,1993-01-19,4,VIP Customer
9082,1284918,Imelda Vigil,1984-01-18,7,Periodic Buyer
9083,1284953,Jim Cosby,1949-05-17,19,Loyal Customer
9084,1285539,Carmen Gustafson,1952-11-09,1,VIP Customer
9085,1285541,Ramon Petties,1959-09-28,5,Periodic Buyer
9086,1285548,Angelo Cook,1966-09-06,1,VIP Customer
9087,1285725,Frances Finch,1963-04-02,9,Periodic Buyer
9088,1285972,Sherice Turner,1991-12-06,13,Loyal Customer
9089,1286403,Michael Floyd,1967-05-19,1,VIP Customer
9090,1286466,Candice Cochran,1973-02-12,3,VIP Customer
9091,1286508,Harry Wright,1973-01-20,5,Periodic Buyer
9092,1286602,Frances Colbert,1991-03-24,23,Loyal Customer
9093,1286816,Jeff Beckett,1944-10-20,5,Periodic Buyer
